m,TagName,
"2020-12-01 00:00:00","c#","5723"
"2020-12-01 00:00:00","c++","4441"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7791"
"2020-12-01 00:00:00","javascript","15992"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4775"
"2020-12-01 00:00:00","python","22132"
"2020-12-01 00:00:00","r","4336"
"2020-12-01 00:00:00","ruby","499"
"2020-12-01 00:00:00","swift","2093"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2565"
"2021-01-01 00:00:00","c#","6181"
"2021-01-01 00:00:00","c++","4098"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","566"
"2021-01-01 00:00:00","java","8007"
"2021-01-01 00:00:00","javascript","16849"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4736"
"2021-01-01 00:00:00","python","22824"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2307"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5787"
"2021-02-01 00:00:00","c++","4087"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7564"
"2021-02-01 00:00:00","javascript","15256"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4364"
"2021-02-01 00:00:00","python","21366"
"2021-02-01 00:00:00","r","4322"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2253"
"2021-03-01 00:00:00","assembly","321"
"2021-03-01 00:00:00","c","2480"
"2021-03-01 00:00:00","c#","6375"
"2021-03-01 00:00:00","c++","4290"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","755"
"2021-03-01 00:00:00","java","8646"
"2021-03-01 00:00:00","javascript","16739"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4727"
"2021-03-01 00:00:00","python","23771"
"2021-03-01 00:00:00","r","5168"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2377"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5889"
"2021-04-01 00:00:00","c++","3930"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7900"
"2021-04-01 00:00:00","javascript","15830"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4293"
"2021-04-01 00:00:00","python","22356"
"2021-04-01 00:00:00","r","4793"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2111"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2083"
"2021-05-01 00:00:00","c#","5724"
"2021-05-01 00:00:00","c++","4177"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","641"
"2021-05-01 00:00:00","java","7931"
"2021-05-01 00:00:00","javascript","15789"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4240"
"2021-05-01 00:00:00","python","22344"
"2021-05-01 00:00:00","r","4663"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1857"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1861"
"2021-06-01 00:00:00","c#","5617"
"2021-06-01 00:00:00","c++","3812"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7564"
"2021-06-01 00:00:00","javascript","14981"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4058"
"2021-06-01 00:00:00","python","20842"
"2021-06-01 00:00:00","r","4277"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1784"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1616"
"2021-07-01 00:00:00","c#","5199"
"2021-07-01 00:00:00","c++","3486"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","java","6934"
"2021-07-01 00:00:00","javascript","14739"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3874"
"2021-07-01 00:00:00","python","20533"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1961"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5096"
"2021-08-01 00:00:00","c++","3235"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","745"
"2021-08-01 00:00:00","java","6734"
"2021-08-01 00:00:00","javascript","14605"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3850"
"2021-08-01 00:00:00","python","19781"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1886"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5044"
"2021-09-01 00:00:00","c++","3585"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6588"
"2021-09-01 00:00:00","javascript","14388"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3672"
"2021-09-01 00:00:00","python","18970"
"2021-09-01 00:00:00","r","3899"
"2021-09-01 00:00:00","ruby","445"
"2021-09-01 00:00:00","swift","1617"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2087"
"2021-10-01 00:00:00","c#","5272"
"2021-10-01 00:00:00","c++","3710"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6547"
"2021-10-01 00:00:00","javascript","13804"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3572"
"2021-10-01 00:00:00","python","19745"
"2021-10-01 00:00:00","r","4172"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1563"
"2021-11-01 00:00:00","assembly","286"
"2021-11-01 00:00:00","c","2201"
"2021-11-01 00:00:00","c#","5579"
"2021-11-01 00:00:00","c++","3801"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","650"
"2021-11-01 00:00:00","java","6892"
"2021-11-01 00:00:00","javascript","13452"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3476"
"2021-11-01 00:00:00","python","19999"
"2021-11-01 00:00:00","r","4026"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1530"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2094"
"2021-12-01 00:00:00","c#","5017"
"2021-12-01 00:00:00","c++","3562"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6169"
"2021-12-01 00:00:00","javascript","13061"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3230"
"2021-12-01 00:00:00","python","18989"
"2021-12-01 00:00:00","r","3538"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1419"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1950"
"2022-01-01 00:00:00","c#","5257"
"2022-01-01 00:00:00","c++","3603"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6431"
"2022-01-01 00:00:00","javascript","13948"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3375"
"2022-01-01 00:00:00","python","19653"
"2022-01-01 00:00:00","r","3841"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1676"
"2022-02-01 00:00:00","c#","5086"
"2022-02-01 00:00:00","c++","3189"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","644"
"2022-02-01 00:00:00","java","5915"
"2022-02-01 00:00:00","javascript","12793"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3104"
"2022-02-01 00:00:00","python","19219"
"2022-02-01 00:00:00","r","3910"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1600"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1948"
"2022-03-01 00:00:00","c#","5671"
"2022-03-01 00:00:00","c++","3503"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6569"
"2022-03-01 00:00:00","javascript","13585"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3119"
"2022-03-01 00:00:00","python","20716"
"2022-03-01 00:00:00","r","4481"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1742"
"2022-04-01 00:00:00","assembly","245"
"2022-04-01 00:00:00","c","1742"
"2022-04-01 00:00:00","c#","5199"
"2022-04-01 00:00:00","c++","3483"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","715"
"2022-04-01 00:00:00","java","6364"
"2022-04-01 00:00:00","javascript","13479"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3174"
"2022-04-01 00:00:00","python","19834"
"2022-04-01 00:00:00","r","4175"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1451"
"2022-05-01 00:00:00","assembly","258"
"2022-05-01 00:00:00","c","1765"
"2022-05-01 00:00:00","c#","5491"
"2022-05-01 00:00:00","c++","3531"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","606"
"2022-05-01 00:00:00","java","6475"
"2022-05-01 00:00:00","javascript","13316"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3363"
"2022-05-01 00:00:00","python","19397"
"2022-05-01 00:00:00","r","4134"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1464"
"2022-06-01 00:00:00","assembly","239"
"2022-06-01 00:00:00","c","1561"
"2022-06-01 00:00:00","c#","5303"
"2022-06-01 00:00:00","c++","3084"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","678"
"2022-06-01 00:00:00","java","5711"
"2022-06-01 00:00:00","javascript","12637"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3192"
"2022-06-01 00:00:00","python","18768"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","427"
"2022-06-01 00:00:00","swift","1513"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1385"
"2022-07-01 00:00:00","c#","5224"
"2022-07-01 00:00:00","c++","2995"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","686"
"2022-07-01 00:00:00","java","5404"
"2022-07-01 00:00:00","javascript","12757"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3094"
"2022-07-01 00:00:00","python","19034"
"2022-07-01 00:00:00","r","3664"
"2022-07-01 00:00:00","ruby","404"
"2022-07-01 00:00:00","swift","1468"
"2022-08-01 00:00:00","assembly","161"
"2022-08-01 00:00:00","c","1434"
"2022-08-01 00:00:00","c#","5490"
"2022-08-01 00:00:00","c++","2956"
"2022-08-01 00:00:00","delphi","117"
"2022-08-01 00:00:00","go","793"
"2022-08-01 00:00:00","java","5312"
"2022-08-01 00:00:00","javascript","13073"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3108"
"2022-08-01 00:00:00","python","18667"
"2022-08-01 00:00:00","r","3785"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1482"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1551"
"2022-09-01 00:00:00","c#","4995"
"2022-09-01 00:00:00","c++","2777"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5042"
"2022-09-01 00:00:00","javascript","11890"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2831"
"2022-09-01 00:00:00","python","17071"
"2022-09-01 00:00:00","r","3540"
"2022-09-01 00:00:00","ruby","401"
"2022-09-01 00:00:00","swift","1495"
"2022-10-01 00:00:00","assembly","226"
"2022-10-01 00:00:00","c","1894"
"2022-10-01 00:00:00","c#","5043"
"2022-10-01 00:00:00","c++","2930"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","691"
"2022-10-01 00:00:00","java","5299"
"2022-10-01 00:00:00","javascript","11667"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2761"
"2022-10-01 00:00:00","python","18527"
"2022-10-01 00:00:00","r","3912"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1327"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2010"
"2022-11-01 00:00:00","c#","5183"
"2022-11-01 00:00:00","c++","2973"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","699"
"2022-11-01 00:00:00","java","5418"
"2022-11-01 00:00:00","javascript","11771"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2785"
"2022-11-01 00:00:00","python","18877"
"2022-11-01 00:00:00","r","4004"
"2022-11-01 00:00:00","ruby","414"
"2022-11-01 00:00:00","swift","1437"
"2022-12-01 00:00:00","assembly","262"
"2022-12-01 00:00:00","c","1727"
"2022-12-01 00:00:00","c#","4667"
"2022-12-01 00:00:00","c++","2620"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","600"
"2022-12-01 00:00:00","java","4808"
"2022-12-01 00:00:00","javascript","10321"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2362"
"2022-12-01 00:00:00","python","15881"
"2022-12-01 00:00:00","r","3215"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1232"
"2023-01-01 00:00:00","assembly","231"
"2023-01-01 00:00:00","c","1445"
"2023-01-01 00:00:00","c#","4720"
"2023-01-01 00:00:00","c++","2424"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","693"
"2023-01-01 00:00:00","java","4720"
"2023-01-01 00:00:00","javascript","10092"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2543"
"2023-01-01 00:00:00","python","15044"
"2023-01-01 00:00:00","r","3259"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1207"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1233"
"2023-02-01 00:00:00","c#","4133"
"2023-02-01 00:00:00","c++","2046"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","622"
"2023-02-01 00:00:00","java","4103"
"2023-02-01 00:00:00","javascript","8531"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2011"
"2023-02-01 00:00:00","python","13080"
"2023-02-01 00:00:00","r","3269"
"2023-02-01 00:00:00","ruby","318"
"2023-02-01 00:00:00","swift","1065"
"2023-03-01 00:00:00","assembly","174"
"2023-03-01 00:00:00","c","1256"
"2023-03-01 00:00:00","c#","4833"
"2023-03-01 00:00:00","c++","2532"
"2023-03-01 00:00:00","delphi","140"
"2023-03-01 00:00:00","go","630"
"2023-03-01 00:00:00","java","5424"
"2023-03-01 00:00:00","javascript","10331"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","2240"
"2023-03-01 00:00:00","python","15222"
"2023-03-01 00:00:00","r","3764"
"2023-03-01 00:00:00","ruby","299"
"2023-03-01 00:00:00","swift","1331"
"2023-04-01 00:00:00","assembly","194"
"2023-04-01 00:00:00","c","1184"
"2023-04-01 00:00:00","c#","3820"
"2023-04-01 00:00:00","c++","1954"
"2023-04-01 00:00:00","delphi","121"
"2023-04-01 00:00:00","go","507"
"2023-04-01 00:00:00","java","4449"
"2023-04-01 00:00:00","javascript","8259"
"2023-04-01 00:00:00","perl","56"
"2023-04-01 00:00:00","php","1921"
"2023-04-01 00:00:00","python","12380"
"2023-04-01 00:00:00","r","3089"
"2023-04-01 00:00:00","ruby","219"
"2023-04-01 00:00:00","swift","1080"
"2023-05-01 00:00:00","assembly","174"
"2023-05-01 00:00:00","c","1045"
"2023-05-01 00:00:00","c#","3809"
"2023-05-01 00:00:00","c++","1774"
"2023-05-01 00:00:00","delphi","114"
"2023-05-01 00:00:00","go","418"
"2023-05-01 00:00:00","java","4160"
"2023-05-01 00:00:00","javascript","7720"
"2023-05-01 00:00:00","perl","54"
"2023-05-01 00:00:00","php","1962"
"2023-05-01 00:00:00","python","11764"
"2023-05-01 00:00:00","r","2858"
"2023-05-01 00:00:00","ruby","254"
"2023-05-01 00:00:00","swift","988"
"2023-06-01 00:00:00","assembly","155"
"2023-06-01 00:00:00","c","884"
"2023-06-01 00:00:00","c#","3786"
"2023-06-01 00:00:00","c++","1805"
"2023-06-01 00:00:00","delphi","117"
"2023-06-01 00:00:00","go","517"
"2023-06-01 00:00:00","java","4263"
"2023-06-01 00:00:00","javascript","7476"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1889"
"2023-06-01 00:00:00","python","11212"
"2023-06-01 00:00:00","r","2654"
"2023-06-01 00:00:00","ruby","225"
"2023-06-01 00:00:00","swift","1123"
"2023-07-01 00:00:00","assembly","160"
"2023-07-01 00:00:00","c","913"
"2023-07-01 00:00:00","c#","3860"
"2023-07-01 00:00:00","c++","1842"
"2023-07-01 00:00:00","delphi","99"
"2023-07-01 00:00:00","go","522"
"2023-07-01 00:00:00","java","4046"
"2023-07-01 00:00:00","javascript","7498"
"2023-07-01 00:00:00","perl","68"
"2023-07-01 00:00:00","php","1731"
"2023-07-01 00:00:00","python","11077"
"2023-07-01 00:00:00","r","2359"
"2023-07-01 00:00:00","ruby","224"
"2023-07-01 00:00:00","swift","1146"
"2023-08-01 00:00:00","assembly","143"
"2023-08-01 00:00:00","c","859"
"2023-08-01 00:00:00","c#","3638"
"2023-08-01 00:00:00","c++","1666"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","492"
"2023-08-01 00:00:00","java","3812"
"2023-08-01 00:00:00","javascript","6749"
"2023-08-01 00:00:00","perl","49"
"2023-08-01 00:00:00","php","1760"
"2023-08-01 00:00:00","python","10210"
"2023-08-01 00:00:00","r","2357"
"2023-08-01 00:00:00","ruby","201"
"2023-08-01 00:00:00","swift","968"
"2023-09-01 00:00:00","assembly","157"
"2023-09-01 00:00:00","c","871"
"2023-09-01 00:00:00","c#","3042"
"2023-09-01 00:00:00","c++","1489"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","424"
"2023-09-01 00:00:00","java","3325"
"2023-09-01 00:00:00","javascript","5688"
"2023-09-01 00:00:00","perl","61"
"2023-09-01 00:00:00","php","1664"
"2023-09-01 00:00:00","python","8612"
"2023-09-01 00:00:00","r","2036"
"2023-09-01 00:00:00","ruby","191"
"2023-09-01 00:00:00","swift","858"
"2023-10-01 00:00:00","assembly","174"
"2023-10-01 00:00:00","c","972"
"2023-10-01 00:00:00","c#","3192"
"2023-10-01 00:00:00","c++","1713"
"2023-10-01 00:00:00","delphi","165"
"2023-10-01 00:00:00","go","421"
"2023-10-01 00:00:00","java","3432"
"2023-10-01 00:00:00","javascript","5480"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1545"
"2023-10-01 00:00:00","python","9024"
"2023-10-01 00:00:00","r","2065"
"2023-10-01 00:00:00","ruby","195"
"2023-10-01 00:00:00","swift","903"
"2023-11-01 00:00:00","assembly","172"
"2023-11-01 00:00:00","c","958"
"2023-11-01 00:00:00","c#","3117"
"2023-11-01 00:00:00","c++","1469"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","409"
"2023-11-01 00:00:00","java","3282"
"2023-11-01 00:00:00","javascript","5196"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1402"
"2023-11-01 00:00:00","python","8476"
"2023-11-01 00:00:00","r","1998"
"2023-11-01 00:00:00","ruby","157"
"2023-11-01 00:00:00","swift","868"
"2023-12-01 00:00:00","assembly","181"
"2023-12-01 00:00:00","c","878"
"2023-12-01 00:00:00","c#","2651"
"2023-12-01 00:00:00","c++","1435"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","326"
"2023-12-01 00:00:00","java","2546"
"2023-12-01 00:00:00","javascript","4785"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1205"
"2023-12-01 00:00:00","python","7023"
"2023-12-01 00:00:00","r","1606"
"2023-12-01 00:00:00","ruby","154"
"2023-12-01 00:00:00","swift","745"
"2024-01-01 00:00:00","assembly","177"
"2024-01-01 00:00:00","c","828"
"2024-01-01 00:00:00","c#","2701"
"2024-01-01 00:00:00","c++","1592"
"2024-01-01 00:00:00","delphi","90"
"2024-01-01 00:00:00","go","345"
"2024-01-01 00:00:00","java","2872"
"2024-01-01 00:00:00","javascript","5156"
"2024-01-01 00:00:00","perl","34"
"2024-01-01 00:00:00","php","1406"
"2024-01-01 00:00:00","python","7795"
"2024-01-01 00:00:00","r","1816"
"2024-01-01 00:00:00","ruby","163"
"2024-01-01 00:00:00","swift","871"
"2024-02-01 00:00:00","assembly","161"
"2024-02-01 00:00:00","c","856"
"2024-02-01 00:00:00","c#","3173"
"2024-02-01 00:00:00","c++","1877"
"2024-02-01 00:00:00","delphi","125"
"2024-02-01 00:00:00","go","379"
"2024-02-01 00:00:00","java","3560"
"2024-02-01 00:00:00","javascript","5575"
"2024-02-01 00:00:00","perl","38"
"2024-02-01 00:00:00","php","1657"
"2024-02-01 00:00:00","python","9207"
"2024-02-01 00:00:00","r","1937"
"2024-02-01 00:00:00","ruby","168"
"2024-02-01 00:00:00","swift","804"
